img_idx,source_file,gt_grade,gt_price,gt_payment,ext_grade,ext_price,ext_payment,ext_brand,ext_confidence,price_error,price_match,grade_matched,payment_match,status
151,151.png,Mid-Grade,3.079,Both,,,,,,,False,False,False,MISSED
151,151.png,Premium,3.259,Both,,,,,,,False,False,False,MISSED
152,152.png,Regular,2.579,Both,,,,,,,False,False,False,MISSED
152,152.png,Mid-Grade,2.879,Both,,,,,,,False,False,False,MISSED
152,152.png,Premium,3.079,Both,,,,,,,False,False,False,MISSED
153,153.png,Regular,2.859,Cash,,,,,,,False,False,False,MISSED
153,153.png,Regular,2.959,Credit,,,,,,,False,False,False,MISSED
153,153.png,Diesel,3.279,Credit,,,,,,,False,False,False,MISSED
154,154.png,Regular,1.959,Cash,,,,,,,False,False,False,MISSED
154,154.png,Regular,2.519,Credit,,,,,,,False,False,False,MISSED
155,155.png,Diesel,3.239,Both,,,,,,,False,False,False,MISSED
156,156.png,Regular,1.919,Both,,,,,,,False,False,False,MISSED
157,157.png,Regular,1.919,Both,,,,,,,False,False,False,MISSED
157,157.png,Mid-Grade,2.169,Both,,,,,,,False,False,False,MISSED
157,157.png,Premium,2.419,Both,,,,,,,False,False,False,MISSED
158,158.png,Regular,1.959,Both,,,,,,,False,False,False,MISSED
158,158.png,Diesel,2.739,Both,,,,,,,False,False,False,MISSED
159,159.png,Regular,3.139,Both,,,,,,,False,False,False,MISSED
159,159.png,Mid-Grade,3.239,Both,,,,,,,False,False,False,MISSED
159,159.png,Diesel,3.599,Both,,,,,,,False,False,False,MISSED
160,160.png,Regular,3.849,Both,,,,,,,False,False,False,MISSED
160,160.png,Mid-Grade,4.019,Both,,,,,,,False,False,False,MISSED
160,160.png,Premium,4.149,Both,,,,,,,False,False,False,MISSED
161,161.png,Diesel,3.699,Both,,,,,,,False,False,False,MISSED
161,161.png,Regular,3.799,Both,,,,,,,False,False,False,MISSED
161,161.png,Mid-Grade,3.899,Both,,,,,,,False,False,False,MISSED
162,162.png,Regular,2.759,Cash,,,,,,,False,False,False,MISSED
162,162.png,Regular,2.859,Credit,,,,,,,False,False,False,MISSED
162,162.png,Premium,3.599,Credit,,,,,,,False,False,False,MISSED
163,163.png,Regular,2.699,Cash,,,,,,,False,False,False,MISSED
163,163.png,Regular,2.799,Credit,,,,,,,False,False,False,MISSED
164,164.png,Regular,2.499,Cash,,,,,,,False,False,False,MISSED
164,164.png,Regular,2.699,Cash,,,,,,,False,False,False,MISSED
164,164.png,Regular,2.799,Credit,,,,,,,False,False,False,MISSED
165,165.png,Regular,2.759,Cash,,,,,,,False,False,False,MISSED
165,165.png,Regular,2.759,Credit,,,,,,,False,False,False,MISSED
166,166.png,Diesel,0.009,Credit,,,,,,,False,False,False,MISSED
166,166.png,Regular,2.779,Cash,,,,,,,False,False,False,MISSED
166,166.png,Regular,2.859,Credit,,,,,,,False,False,False,MISSED
167,167.png,Regular,2.779,Cash,,,,,,,False,False,False,MISSED
167,167.png,Regular,2.879,Credit,,,,,,,False,False,False,MISSED
168,168.png,Regular,2.899,Cash,,,,,,,False,False,False,MISSED
168,168.png,Regular,2.999,Credit,,,,,,,False,False,False,MISSED
169,169.png,Regular,2.419,Both,,,,,,,False,False,False,MISSED
169,169.png,Diesel,2.699,Both,,,,,,,False,False,False,MISSED
170,170.png,Regular,2.499,Both,,,,,,,False,False,False,MISSED
170,170.png,Mid-Grade,2.699,Both,,,,,,,False,False,False,MISSED
170,170.png,Premium,2.899,Both,,,,,,,False,False,False,MISSED
171,171.png,Regular,2.419,Both,,,,,,,False,False,False,MISSED
171,171.png,Mid-Grade,2.719,Both,,,,,,,False,False,False,MISSED
171,171.png,Premium,3.019,Both,,,,,,,False,False,False,MISSED
172,172.png,Regular,3.199,Both,,,,,,,False,False,False,MISSED
172,172.png,Mid-Grade,3.399,Both,,,,,,,False,False,False,MISSED
172,172.png,Premium,3.499,Both,,,,,,,False,False,False,MISSED
172,172.png,Diesel,3.899,Both,,,,,,,False,False,False,MISSED
173,173.png,Regular,3.199,Cash,,,,,,,False,False,False,MISSED
173,173.png,Regular,3.299,Credit,,,,,,,False,False,False,MISSED
173,173.png,Mid-Grade,3.359,Cash,,,,,,,False,False,False,MISSED
173,173.png,Mid-Grade,3.459,Credit,,,,,,,False,False,False,MISSED
173,173.png,Premium,3.489,Cash,,,,,,,False,False,False,MISSED
173,173.png,Premium,3.589,Credit,,,,,,,False,False,False,MISSED
174,174.png,Regular,3.559,Both,,,,,,,False,False,False,MISSED
174,174.png,Mid-Grade,3.659,Both,,,,,,,False,False,False,MISSED
174,174.png,Premium,3.759,Both,,,,,,,False,False,False,MISSED
175,175.png,Regular,3.399,Cash,,,,,,,False,False,False,MISSED
175,175.png,Regular,3.499,Credit,,,,,,,False,False,False,MISSED
175,175.png,Mid-Grade,3.549,Cash,,,,,,,False,False,False,MISSED
175,175.png,Mid-Grade,3.649,Credit,,,,,,,False,False,False,MISSED
175,175.png,Premium,3.689,Cash,,,,,,,False,False,False,MISSED
175,175.png,Premium,3.789,Credit,,,,,,,False,False,False,MISSED
176,176.png,Regular,3.459,Cash,,,,,,,False,False,False,MISSED
176,176.png,Regular,3.559,Credit,,,,,,,False,False,False,MISSED
176,176.png,Mid-Grade,3.559,Cash,,,,,,,False,False,False,MISSED
176,176.png,Mid-Grade,3.659,Credit,,,,,,,False,False,False,MISSED
176,176.png,Premium,3.659,Cash,,,,,,,False,False,False,MISSED
176,176.png,Premium,3.759,Credit,,,,,,,False,False,False,MISSED
176,176.png,Diesel,3.959,Cash,,,,,,,False,False,False,MISSED
176,176.png,Diesel,4.059,Credit,,,,,,,False,False,False,MISSED
177,177.png,Regular,3.999,Both,,,,,,,False,False,False,MISSED
177,177.png,Mid-Grade,4.159,Both,,,,,,,False,False,False,MISSED
177,177.png,Premium,4.259,Both,,,,,,,False,False,False,MISSED
178,178.png,Regular,3.399,Both,,,,,,,False,False,False,MISSED
178,178.png,Mid-Grade,3.599,Both,,,,,,,False,False,False,MISSED
178,178.png,Premium,3.699,Both,,,,,,,False,False,False,MISSED
179,179.png,Regular,3.459,Both,,,,,,,False,False,False,MISSED
179,179.png,Mid-Grade,3.659,Both,,,,,,,False,False,False,MISSED
179,179.png,Premium,3.759,Both,,,,,,,False,False,False,MISSED
180,180.png,Regular,2.599,Both,,,,,,,False,False,False,MISSED
180,180.png,Diesel,3.079,Both,,,,,,,False,False,False,MISSED
181,181.png,Regular,2.539,Both,,,,,,,False,False,False,MISSED
181,181.png,Diesel,3.039,Both,,,,,,,False,False,False,MISSED
182,182.png,Regular,2.959,Both,,,,,,,False,False,False,MISSED
182,182.png,Premium,3.459,Both,,,,,,,False,False,False,MISSED
183,183.png,Regular,2.419,Both,,,,,,,False,False,False,MISSED
183,183.png,Mid-Grade,2.789,Both,,,,,,,False,False,False,MISSED
183,183.png,Premium,2.899,Both,,,,,,,False,False,False,MISSED
184,184.png,Regular,2.899,Both,,,,,,,False,False,False,MISSED
184,184.png,Mid-Grade,3.099,Both,,,,,,,False,False,False,MISSED
184,184.png,Premium,3.299,Both,,,,,,,False,False,False,MISSED
185,185.png,Regular,2.539,Both,,,,,,,False,False,False,MISSED
185,185.png,Diesel,3.039,Both,,,,,,,False,False,False,MISSED
186,186.png,Regular,2.899,Both,,,,,,,False,False,False,MISSED
186,186.png,Mid-Grade,3.099,Both,,,,,,,False,False,False,MISSED
186,186.png,Premium,3.299,Both,,,,,,,False,False,False,MISSED
187,187.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
187,187.png,Premium,3.159,Both,,,,,,,False,False,False,MISSED
188,188.png,Regular,2.539,Both,,,,,,,False,False,False,MISSED
188,188.png,Diesel,3.039,Both,,,,,,,False,False,False,MISSED
189,189.png,Regular,3.599,Both,,,,,,,False,False,False,MISSED
190,190.png,Regular,2.489,Both,,,,,,,False,False,False,MISSED
190,190.png,Mid-Grade,2.839,Both,,,,,,,False,False,False,MISSED
190,190.png,Diesel,2.959,Both,,,,,,,False,False,False,MISSED
191,191.png,Regular,2.499,Both,,,,,,,False,False,False,MISSED
191,191.png,Diesel,2.979,Both,,,,,,,False,False,False,MISSED
192,192.png,Regular,2.499,Both,,,,,,,False,False,False,MISSED
192,192.png,Mid-Grade,2.749,Both,,,,,,,False,False,False,MISSED
192,192.png,Premium,2.959,Both,,,,,,,False,False,False,MISSED
193,193.png,Regular,2.439,Cash,,,,,,,False,False,False,MISSED
193,193.png,Regular,2.479,Credit,,,,,,,False,False,False,MISSED
193,193.png,Diesel,2.879,Credit,,,,,,,False,False,False,MISSED
194,194.png,Regular,2.439,Cash,,,,,,,False,False,False,MISSED
194,194.png,Regular,2.479,Credit,,,,,,,False,False,False,MISSED
194,194.png,Diesel,2.879,Credit,,,,,,,False,False,False,MISSED
195,195.png,Premium,3.119,Cash,,,,,,,False,False,False,MISSED
195,195.png,Premium,3.449,Credit,,,,,,,False,False,False,MISSED
196,196.png,Regular,3.359,Both,,,,,,,False,False,False,MISSED
196,196.png,Mid-Grade,3.449,Both,,,,,,,False,False,False,MISSED
197,197.png,Regular,3.449,Both,,,,,,,False,False,False,MISSED
197,197.png,Diesel,3.959,Both,,,,,,,False,False,False,MISSED
198,198.png,Regular,2.85,Credit,,,,,,,False,False,False,MISSED
198,198.png,Diesel,3.099,Credit,,,,,,,False,False,False,MISSED
198,198.png,Mid-Grade,3.259,Credit,,,,,,,False,False,False,MISSED
198,198.png,Premium,3.559,Credit,,,,,,,False,False,False,MISSED
199,199.png,Regular,2.259,Both,,,,,,,False,False,False,MISSED
199,199.png,Mid-Grade,2.659,Both,,,,,,,False,False,False,MISSED
199,199.png,Diesel,2.699,Both,,,,,,,False,False,False,MISSED
199,199.png,Premium,2.859,Both,,,,,,,False,False,False,MISSED
200,200.png,Regular,2.779,Both,,,,,,,False,False,False,MISSED
200,200.png,Mid-Grade,2.959,Both,,,,,,,False,False,False,MISSED
200,200.png,Premium,3.159,Both,,,,,,,False,False,False,MISSED
201,201.png,Regular,2.199,Both,,,,,,,False,False,False,MISSED
201,201.png,Mid-Grade,2.599,Both,,,,,,,False,False,False,MISSED
201,201.png,Premium,2.859,Both,,,,,,,False,False,False,MISSED
202,202.png,Regular,2.259,Both,,,,,,,False,False,False,MISSED
202,202.png,Mid-Grade,2.659,Both,,,,,,,False,False,False,MISSED
202,202.png,Premium,2.859,Both,,,,,,,False,False,False,MISSED
203,203.png,Regular,2.279,Both,,,,,,,False,False,False,MISSED
203,203.png,Mid-Grade,2.699,Both,,,,,,,False,False,False,MISSED
203,203.png,Diesel,2.799,Both,,,,,,,False,False,False,MISSED
203,203.png,Premium,2.899,Both,,,,,,,False,False,False,MISSED
204,204.png,Regular,2.259,Both,,,,,,,False,False,False,MISSED
204,204.png,Mid-Grade,2.659,Both,,,,,,,False,False,False,MISSED
204,204.png,Diesel,2.699,Both,,,,,,,False,False,False,MISSED
204,204.png,Premium,2.859,Both,,,,,,,False,False,False,MISSED
205,205.png,Regular,2.719,Both,,,,,,,False,False,False,MISSED
205,205.png,Mid-Grade,2.939,Both,,,,,,,False,False,False,MISSED
205,205.png,Premium,3.119,Both,,,,,,,False,False,False,MISSED
205,205.png,Diesel,3.799,Both,,,,,,,False,False,False,MISSED
206,206.png,Regular,2.359,Both,,,,,,,False,False,False,MISSED
206,206.png,Mid-Grade,2.559,Both,,,,,,,False,False,False,MISSED
206,206.png,Premium,2.859,Both,,,,,,,False,False,False,MISSED
207,207.png,Regular,2.299,Both,,,,,,,False,False,False,MISSED
207,207.png,Mid-Grade,2.599,Both,,,,,,,False,False,False,MISSED
207,207.png,Premium,2.799,Both,,,,,,,False,False,False,MISSED
208,208.png,Diesel,2.599,Cash,,,,,,,False,False,False,MISSED
208,208.png,Regular,2.699,Cash,,,,,,,False,False,False,MISSED
208,208.png,Mid-Grade,2.799,Cash,,,,,,,False,False,False,MISSED
208,208.png,Premium,2.899,Cash,,,,,,,False,False,False,MISSED
209,209.png,Regular,2.359,Both,,,,,,,False,False,False,MISSED
209,209.png,Mid-Grade,2.739,Both,,,,,,,False,False,False,MISSED
209,209.png,Diesel,2.799,Both,,,,,,,False,False,False,MISSED
209,209.png,Premium,2.899,Both,,,,,,,False,False,False,MISSED
210,210.png,Regular,2.599,Both,,,,,,,False,False,False,MISSED
210,210.png,Mid-Grade,2.899,Both,,,,,,,False,False,False,MISSED
210,210.png,Premium,2.999,Both,,,,,,,False,False,False,MISSED
211,211.png,Regular,2.729,Both,,,,,,,False,False,False,MISSED
212,212.png,Regular,2.649,Cash,,,,,,,False,False,False,MISSED
212,212.png,Diesel,2.949,Cash,,,,,,,False,False,False,MISSED
213,213.png,Regular,2.129,Both,,,,,,,False,False,False,MISSED
213,213.png,Diesel,2.179,Both,,,,,,,False,False,False,MISSED
214,214.png,Regular,2.399,Both,,,,,,,False,False,False,MISSED
214,214.png,Diesel,2.999,Both,,,,,,,False,False,False,MISSED
215,215.png,Regular,2.12,Both,,,,,,,False,False,False,MISSED
215,215.png,Diesel,2.17,Both,,,,,,,False,False,False,MISSED
216,216.png,Regular,2.129,Both,,,,,,,False,False,False,MISSED
216,216.png,Diesel,2.179,Both,,,,,,,False,False,False,MISSED
217,217.png,Regular,3.659,Cash,,,,,,,False,False,False,MISSED
217,217.png,Regular,3.759,Credit,,,,,,,False,False,False,MISSED
217,217.png,Diesel,3.999,Both,,,,,,,False,False,False,MISSED
218,218.png,Regular,2.649,Cash,,,,,,,False,False,False,MISSED
218,218.png,Regular,2.749,Credit,,,,,,,False,False,False,MISSED
218,218.png,Diesel,2.799,Credit,,,,,,,False,False,False,MISSED
219,219.png,Regular,2.599,Cash,,,,,,,False,False,False,MISSED
219,219.png,Regular,2.699,Credit,,,,,,,False,False,False,MISSED
220,220.png,Diesel,3.399,Cash,,,,,,,False,False,False,MISSED
220,220.png,Regular,3.499,Cash,,,,,,,False,False,False,MISSED
220,220.png,Regular,3.599,Credit,,,,,,,False,False,False,MISSED
221,221.png,Regular,3.399,Cash,,,,,,,False,False,False,MISSED
221,221.png,Regular,3.499,Credit,,,,,,,False,False,False,MISSED
221,221.png,Diesel,3.499,Both,,,,,,,False,False,False,MISSED
222,222.png,Diesel,3.399,Cash,,,,,,,False,False,False,MISSED
222,222.png,Regular,3.499,Cash,,,,,,,False,False,False,MISSED
222,222.png,Regular,3.599,Credit,,,,,,,False,False,False,MISSED
223,223.png,Regular,3.659,Cash,,,,,,,False,False,False,MISSED
223,223.png,Regular,3.759,Credit,,,,,,,False,False,False,MISSED
223,223.png,Diesel,3.999,Credit,,,,,,,False,False,False,MISSED
224,224.png,Diesel,3.299,Both,,,,,,,False,False,False,MISSED
224,224.png,Regular,3.559,Both,,,,,,,False,False,False,MISSED
224,224.png,Mid-Grade,3.759,Both,,,,,,,False,False,False,MISSED
224,224.png,Premium,3.979,Both,,,,,,,False,False,False,MISSED
225,225.png,Regular,2.899,Both,,,,,,,False,False,False,MISSED
225,225.png,Diesel,3.099,Both,,,,,,,False,False,False,MISSED
226,226.png,Regular,3.399,Both,,,,,,,False,False,False,MISSED
226,226.png,Diesel,3.699,Both,,,,,,,False,False,False,MISSED
227,227.png,Regular,3.399,Both,,,,,,,False,False,False,MISSED
227,227.png,Diesel,3.699,Both,,,,,,,False,False,False,MISSED
228,228.png,Diesel,3.099,Both,,,,,,,False,False,False,MISSED
228,228.png,Regular,9.709,Both,,,,,,,False,False,False,MISSED
229,229.png,Regular,2.399,Cash,,,,,,,False,False,False,MISSED
229,229.png,Regular,2.449,Credit,,,,,,,False,False,False,MISSED
230,230.png,Regular,1.919,Both,,,,,,,False,False,False,MISSED
230,230.png,Mid-Grade,2.169,Both,,,,,,,False,False,False,MISSED
230,230.png,Premium,2.419,Both,,,,,,,False,False,False,MISSED
231,231.png,Regular,1.779,Both,,,,,,,False,False,False,MISSED
232,232.png,Regular,2.099,Both,,,,,,,False,False,False,MISSED
232,232.png,Mid-Grade,2.399,Both,,,,,,,False,False,False,MISSED
232,232.png,Premium,2.679,Both,,,,,,,False,False,False,MISSED
232,232.png,Diesel,2.849,Both,,,,,,,False,False,False,MISSED
233,233.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
234,234.png,Regular,1.939,Both,,,,,,,False,False,False,MISSED
234,234.png,Mid-Grade,2.239,Both,,,,,,,False,False,False,MISSED
234,234.png,Premium,2.489,Both,,,,,,,False,False,False,MISSED
235,235.png,Regular,1.939,Both,,,,,,,False,False,False,MISSED
235,235.png,Mid-Grade,2.239,Both,,,,,,,False,False,False,MISSED
235,235.png,Premium,2.489,Both,,,,,,,False,False,False,MISSED
236,236.png,Regular,1.959,Both,,,,,,,False,False,False,MISSED
236,236.png,Mid-Grade,2.879,Both,,,,,,,False,False,False,MISSED
236,236.png,Diesel,2.959,Both,,,,,,,False,False,False,MISSED
236,236.png,Premium,3.099,Both,,,,,,,False,False,False,MISSED
237,237.png,Regular,1.919,Both,,,,,,,False,False,False,MISSED
237,237.png,Mid-Grade,2.169,Both,,,,,,,False,False,False,MISSED
237,237.png,Premium,2.419,Both,,,,,,,False,False,False,MISSED
238,238.png,Regular,2.099,Cash,,,,,,,False,False,False,MISSED
238,238.png,Regular,2.199,Credit,,,,,,,False,False,False,MISSED
239,239.png,Regular,1.819,Both,,,,,,,False,False,False,MISSED
239,239.png,Diesel,2.689,Both,,,,,,,False,False,False,MISSED
240,240.png,Regular,1.849,Both,,,,,,,False,False,False,MISSED
240,240.png,Diesel,2.669,Both,,,,,,,False,False,False,MISSED
241,241.png,Regular,1.999,Both,,,,,,,False,False,False,MISSED
241,241.png,Diesel,2.999,Both,,,,,,,False,False,False,MISSED
242,242.png,Regular,1.899,Both,,,,,,,False,False,False,MISSED
242,242.png,Diesel,2.859,Both,,,,,,,False,False,False,MISSED
243,243.png,Regular,1.879,Both,,,,,,,False,False,False,MISSED
243,243.png,Diesel,2.699,Both,,,,,,,False,False,False,MISSED
244,244.png,Regular,1.999,Both,,,,,,,False,False,False,MISSED
244,244.png,Diesel,2.999,Both,,,,,,,False,False,False,MISSED
245,245.png,Regular,2.659,Both,,,,,,,False,False,False,MISSED
245,245.png,Mid-Grade,2.759,Both,,,,,,,False,False,False,MISSED
245,245.png,Premium,2.859,Both,,,,,,,False,False,False,MISSED
245,245.png,Diesel,2.999,Both,,,,,,,False,False,False,MISSED
246,246.png,Regular,2.999,Both,,,,,,,False,False,False,MISSED
246,246.png,Mid-Grade,3.199,Both,,,,,,,False,False,False,MISSED
246,246.png,Premium,3.299,Both,,,,,,,False,False,False,MISSED
247,247.png,Regular,2.879,Both,,,,,,,False,False,False,MISSED
248,248.png,Regular,2.899,Both,,,,,,,False,False,False,MISSED
248,248.png,Mid-Grade,3.199,Both,,,,,,,False,False,False,MISSED
248,248.png,Diesel,3.599,Both,,,,,,,False,False,False,MISSED
248,248.png,Premium,3.699,Both,,,,,,,False,False,False,MISSED
249,249.png,Regular,2.579,Both,,,,,,,False,False,False,MISSED
249,249.png,Premium,2.999,Both,,,,,,,False,False,False,MISSED
250,250.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
250,250.png,Diesel,3.079,Both,,,,,,,False,False,False,MISSED
250,250.png,Premium,3.299,Both,,,,,,,False,False,False,MISSED
251,251.png,Diesel,2.849,Both,,,,,,,False,False,False,MISSED
252,252.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
252,252.png,Mid-Grade,2.999,Both,,,,,,,False,False,False,MISSED
252,252.png,Diesel,3.069,Both,,,,,,,False,False,False,MISSED
253,253.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
254,254.png,Regular,2.039,Both,,,,,,,False,False,False,MISSED
255,255.png,Regular,2.099,Both,,,,,,,False,False,False,MISSED
255,255.png,Diesel,2.389,Both,,,,,,,False,False,False,MISSED
256,256.png,Regular,2.039,Both,,,,,,,False,False,False,MISSED
257,257.png,Regular,2.039,Both,,,,,,,False,False,False,MISSED
258,258.png,Regular,1.949,Cash,,,,,,,False,False,False,MISSED
258,258.png,Regular,1.969,Credit,,,,,,,False,False,False,MISSED
258,258.png,Regular,2.099,Cash,,,,,,,False,False,False,MISSED
258,258.png,Regular,2.599,Credit,,,,,,,False,False,False,MISSED
259,259.png,Regular,2.369,Cash,,,,,,,False,False,False,MISSED
259,259.png,Regular,2.399,Credit,,,,,,,False,False,False,MISSED
260,260.png,Regular,2.389,Both,,,,,,,False,False,False,MISSED
261,261.png,Regular,2.499,Both,,,,,,,False,False,False,MISSED
262,262.png,Premium,2.799,Both,,,,,,,False,False,False,MISSED
262,262.png,Diesel,2.999,Both,,,,,,,False,False,False,MISSED
262,262.png,Premium,3.349,Both,,,,,,,False,False,False,MISSED
263,263.png,Regular,2.609,Both,,,,,,,False,False,False,MISSED
263,263.png,Premium,2.659,Both,,,,,,,False,False,False,MISSED
263,263.png,Diesel,2.749,Both,,,,,,,False,False,False,MISSED
264,264.png,Premium,2.619,Cash,,,,,,,False,False,False,MISSED
264,264.png,Premium,3.219,Credit,,,,,,,False,False,False,MISSED
265,265.png,Premium,2.659,Both,,,,,,,False,False,False,MISSED
265,265.png,Regular,2.999,Both,,,,,,,False,False,False,MISSED
266,266.png,Regular,2.999,Cash,,,,,,,False,False,False,MISSED
266,266.png,Regular,3.099,Credit,,,,,,,False,False,False,MISSED
266,266.png,Diesel,3.499,Credit,,,,,,,False,False,False,MISSED
267,267.png,Regular,2.129,Both,,,,,,,False,False,False,MISSED
267,267.png,Diesel,2.899,Both,,,,,,,False,False,False,MISSED
268,268.png,Regular,2.199,Both,,,,,,,False,False,False,MISSED
268,268.png,Diesel,2.829,Both,,,,,,,False,False,False,MISSED
269,269.png,Regular,2.029,Cash,,,,,,,False,False,False,MISSED
269,269.png,Regular,2.069,Credit,,,,,,,False,False,False,MISSED
270,270.png,Regular,2.299,Cash,,,,,,,False,False,False,MISSED
270,270.png,Regular,2.479,Credit,,,,,,,False,False,False,MISSED
271,271.png,Regular,2.399,Cash,,,,,,,False,False,False,MISSED
271,271.png,Diesel,2.999,Cash,,,,,,,False,False,False,MISSED
272,272.png,Regular,2.129,Both,,,,,,,False,False,False,MISSED
272,272.png,Diesel,2.899,Both,,,,,,,False,False,False,MISSED
273,273.png,Regular,2.299,Cash,,,,,,,False,False,False,MISSED
273,273.png,Regular,2.479,Credit,,,,,,,False,False,False,MISSED
274,274.png,Regular,2.199,Both,,,,,,,False,False,False,MISSED
275,275.png,Regular,2.399,Cash,,,,,,,False,False,False,MISSED
275,275.png,Diesel,2.999,Cash,,,,,,,False,False,False,MISSED
276,276.png,Regular,2.399,Cash,,,,,,,False,False,False,MISSED
276,276.png,Diesel,2.999,Cash,,,,,,,False,False,False,MISSED
277,277.png,Regular,3.349,Both,,,,,,,False,False,False,MISSED
277,277.png,Mid-Grade,3.549,Both,,,,,,,False,False,False,MISSED
277,277.png,Premium,3.809,Both,,,,,,,False,False,False,MISSED
278,278.png,Regular,2.899,Cash,,,,,,,False,False,False,MISSED
278,278.png,Regular,2.999,Credit,,,,,,,False,False,False,MISSED
279,279.png,Regular,2.659,Cash,,,,,,,False,False,False,MISSED
279,279.png,Mid-Grade,2.659,Credit,,,,,,,False,False,False,MISSED
279,279.png,Diesel,2.999,Credit,,,,,,,False,False,False,MISSED
280,280.png,Regular,2.999,Cash,,,,,,,False,False,False,MISSED
280,280.png,Mid-Grade,2.999,Credit,,,,,,,False,False,False,MISSED
280,280.png,Diesel,2.999,Credit,,,,,,,False,False,False,MISSED
281,281.png,Regular,2.299,Cash,,,,,,,False,False,False,MISSED
281,281.png,Regular,2.379,Credit,,,,,,,False,False,False,MISSED
281,281.png,Diesel,2.899,Credit,,,,,,,False,False,False,MISSED
282,282.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
282,282.png,Diesel,2.759,Both,,,,,,,False,False,False,MISSED
282,282.png,Mid-Grade,3.299,Both,,,,,,,False,False,False,MISSED
283,283.png,Regular,2.999,Cash,,,,,,,False,False,False,MISSED
283,283.png,Regular,3.099,Credit,,,,,,,False,False,False,MISSED
284,284.png,Regular,2.299,Both,,,,,,,False,False,False,MISSED
284,284.png,Diesel,2.739,Both,,,,,,,False,False,False,MISSED
285,285.png,Regular,3.459,Both,,,,,,,False,False,False,MISSED
285,285.png,Diesel,3.999,Both,,,,,,,False,False,False,MISSED
286,286.png,Regular,2.099,Both,,,,,,,False,False,False,MISSED
286,286.png,Mid-Grade,2.499,Both,,,,,,,False,False,False,MISSED
286,286.png,Premium,2.699,Both,,,,,,,False,False,False,MISSED
287,287.png,Regular,1.699,Both,,,,,,,False,False,False,MISSED
287,287.png,Diesel,2.119,Both,,,,,,,False,False,False,MISSED
288,288.png,Regular,2.099,Both,,,,,,,False,False,False,MISSED
288,288.png,Mid-Grade,2.499,Both,,,,,,,False,False,False,MISSED
288,288.png,Premium,2.699,Both,,,,,,,False,False,False,MISSED
289,289.png,Regular,3.039,Both,,,,,,,False,False,False,MISSED
289,289.png,Diesel,3.159,Both,,,,,,,False,False,False,MISSED
290,290.png,Regular,2.639,Both,,,,,,,False,False,False,MISSED
290,290.png,Diesel,2.919,Both,,,,,,,False,False,False,MISSED
291,291.png,Regular,2.299,Both,,,,,,,False,False,False,MISSED
292,292.png,Regular,2.099,Both,,,,,,,False,False,False,MISSED
292,292.png,Mid-Grade,2.399,Both,,,,,,,False,False,False,MISSED
293,293.png,Regular,2.849,Both,,,,,,,False,False,False,MISSED
293,293.png,Mid-Grade,3.089,Both,,,,,,,False,False,False,MISSED
293,293.png,Diesel,3.189,Both,,,,,,,False,False,False,MISSED
293,293.png,Premium,3.549,Both,,,,,,,False,False,False,MISSED
294,294.png,Regular,2.149,Both,,,,,,,False,False,False,MISSED
295,295.png,Regular,2.84,Cash,,,,,,,False,False,False,MISSED
295,295.png,Regular,3.159,Credit,,,,,,,False,False,False,MISSED
296,296.png,Regular,2.329,Cash,,,,,,,False,False,False,MISSED
296,296.png,Regular,2.379,Credit,,,,,,,False,False,False,MISSED
297,297.png,Regular,2.309,Both,,,,,,,False,False,False,MISSED
298,298.png,Regular,2.299,Cash,,,,,,,False,False,False,MISSED
298,298.png,Regular,2.349,Credit,,,,,,,False,False,False,MISSED
298,298.png,Diesel,2.899,Cash,,,,,,,False,False,False,MISSED
299,299.png,Regular,1.949,Cash,,,,,,,False,False,False,MISSED
299,299.png,Regular,1.999,Credit,,,,,,,False,False,False,MISSED
300,300.png,Regular,2.449,Both,,,,,,,False,False,False,MISSED
301,301.png,Regular,2.999,Both,,,,,,,False,False,False,MISSED
301,301.png,Diesel,3.079,Both,,,,,,,False,False,False,MISSED
302,302.png,Regular,2.949,Cash,,,,,,,False,False,False,MISSED
302,302.png,Regular,2.999,Credit,,,,,,,False,False,False,MISSED
302,302.png,Diesel,3.079,Credit,,,,,,,False,False,False,MISSED
303,303.png,Regular,2.959,Both,,,,,,,False,False,False,MISSED
303,303.png,Diesel,3.019,Both,,,,,,,False,False,False,MISSED
304,304.png,Regular,2.919,Both,,,,,,,False,False,False,MISSED
304,304.png,Diesel,3.019,Both,,,,,,,False,False,False,MISSED
305,305.png,Regular,2.919,Both,,,,,,,False,False,False,MISSED
306,306.png,Regular,3.059,Cash,,,,,,,False,False,False,MISSED
306,306.png,Regular,3.319,Credit,,,,,,,False,False,False,MISSED
307,307.png,Regular,3.059,Cash,,,,,,,False,False,False,MISSED
307,307.png,Regular,3.319,Credit,,,,,,,False,False,False,MISSED
308,308.png,Diesel,0.159,Both,,,,,,,False,False,False,MISSED
308,308.png,Regular,2.939,Both,,,,,,,False,False,False,MISSED
309,309.png,Regular,2.939,Both,,,,,,,False,False,False,MISSED
309,309.png,Diesel,3.159,Both,,,,,,,False,False,False,MISSED
310,310.png,Regular,2.939,Both,,,,,,,False,False,False,MISSED
